Distance_to_wall-180	Distance_to_copter-180	Distance_to_wall-135	Distance_to_copter-135	Distance_to_wall-90	Distance_to_copter-90	Distance_to_wall-45	Distance_to_copter-45	Distance_to_wall0	Distance_to_copter0	Distance_to_wall45	Distance_to_copter45	Distance_to_wall90	Distance_to_copter90	Distance_to_wall135	Distance_to_copter135	Class
3.56369	8	8	1.037363	7.764459	1.043346	8	1.198834	4.03631	0.6384559	8	8	2.033276	8	8	8	3
5.590394	1.395496	6.653223	0.9347012	5.51345	1.304745	8	8	2.009605	8	8	1.090973	4.090397	8	8	1.083736	6
2.437927	8	8	8	6.729677	0.9674103	7.475741	2.234782	5.162073	1.176027	8	1.037789	2.899749	8	8	8	6
3.930333	1.176027	8	0.9623826	6.46147	0.9451029	8	2.272132	3.669667	1.395496	8	0.8686279	3.40629	1.040619	8	8	0
5.2099	1.494371	5.092695	8	3.89065	8	8	8	2.3901	8	8	8	5.752137	1.304745	8	0.9577901	3
2.83007	8	8	8	5.484385	0.9576403	6.130219	2.435954	4.76993	1.225304	8	0.9623826	4.209724	0.9674103	8	8	0
5.002476	2.170286	7.563213	0.8686279	6.916718	1.637513	8	1.083736	2.597524	0.8961108	8	8	2.72811	8	8	0.3459942	4
3.336768	8	8	8	4.395316	8	4.782246	8	4.263232	1.494371	8	0.9204541	5.469265	0.9576403	8	8	4
4.388562	1.225304	5.545255	0.9204541	5.119724	8	8	0.9577901	3.211438	8	8	0.9347012	4.670936	0.9451029	8	2.234782	3
6.297632	0.8961108	8	1.090973	6.822165	2.766959	8	8	1.302368	8	8	8	2.777836	8	8	8	0
3.56875	8	8	1.037789	7.786535	1.040619	8	1.202713	4.03125	0.6350161	8	8	2.011786	8	8	8	3
5.592576	1.408659	6.670676	0.93598	5.532851	1.300778	8	8	2.007424	8	8	1.086876	4.070903	8	8	1.071488	6
2.442169	8	8	8	6.750606	0.9725448	7.492435	2.229357	5.157831	1.160972	8	1.039275	2.879124	8	8	8	6
3.91824	1.160972	8	0.9633451	6.483466	0.9455482	8	2.273687	3.68176	1.408659	8	0.8696733	3.386912	1.038603	8	8	0
5.209681	1.491167	5.111022	8	3.914548	8	8	8	2.390319	8	8	8	5.72802	1.300778	8	0.957332	3
2.822377	8	8	8	5.494571	0.9604667	6.14422	2.435544	4.777623	1.228654	8	0.9633451	4.197957	0.9725448	8	8	0
5.000881	2.163433	7.566648	0.8696733	6.92136	1.619665	8	1.071488	2.599119	0.8988606	8	8	2.723619	8	8	0.3413532	4
3.338048	8	8	8	4.407392	8	4.792361	8	4.261952	1.491167	8	0.9251707	5.456906	0.9604667	8	8	7
4.387636	1.228654	5.565386	0.9251707	5.142153	8	8	0.957332	3.212364	8	8	0.93598	4.647931	0.9455482	8	2.229357	3
6.299155	0.8988606	8	1.086876	6.837358	2.75918	8	8	1.300845	8	8	8	2.762642	8	8	8	0
3.574042	8	8	1.039275	7.808862	1.038603	8	1.204348	4.025959	0.6318289	8	8	1.990092	8	8	8	3
5.596169	1.42347	6.689188	0.9392486	5.552527	1.297512	8	8	2.003831	8	8	1.081008	4.051085	8	8	1.060888	6
2.446602	8	8	8	6.772195	0.9775709	7.509649	2.224529	5.153398	1.145507	8	1.03978	2.857853	8	8	8	6
3.905538	1.145507	8	0.962903	6.505337	0.946617	8	2.275155	3.694462	1.42347	8	0.8705126	3.36785	1.037092	8	8	1
5.209141	1.485685	5.129201	8	3.938508	8	8	8	2.390859	8	8	8	5.703888	1.297512	8	0.9562413	3
2.814967	8	8	8	5.50574	8	6.15891	0.9662596	4.785033	1.232021	8	0.962903	4.18526	0.9775709	8	8	0
4.99756	2.154762	7.56997	0.8705126	6.926848	1.602715	8	1.060888	2.602441	0.9025975	8	8	2.718472	8	8	0.335227	4
3.341157	8	8	8	4.418589	8	4.800211	8	4.258843	1.485685	8	0.9288245	5.446128	1.753548	8	0.9662596	7
4.386442	1.232021	5.584754	0.9288245	5.16394	8	8	0.9562413	3.213558	8	8	0.9392486	4.625669	0.946617	8	2.224529	3
6.299824	0.9025975	8	1.081008	6.852086	2.750773	8	8	1.300176	8	8	8	2.747914	8	8	8	0
3.578785	8	8	1.03978	7.831069	1.037092	8	1.204846	4.021215	0.6296598	8	8	1.968398	8	8	8	3
5.600514	1.438472	6.707872	0.9438978	5.571879	1.294811	8	8	1.999485	8	8	1.073635	4.031569	8	8	1.052063	6
2.451366	8	8	8	6.793948	0.9819496	7.526861	2.219623	5.148633	1.130408	8	1.040205	2.83645	8	8	8	3
3.892951	1.130408	8	0.9609774	6.525787	0.9468632	8	2.275451	3.707049	1.438472	8	0.8719792	3.350243	1.037994	8	8	1
5.20787	1.477643	5.146564	8	3.962065	8	8	8	2.39213	8	8	8	5.680271	1.294811	8	0.9548821	3
2.807797	8	8	8	5.517871	8	6.174298	0.9741143	4.792203	1.235124	8	0.9609774	4.171644	0.9819496	8	8	0
4.993489	2.145144	7.573762	0.8719792	6.933264	1.587209	8	1.052063	2.606511	0.9053805	8	8	2.712476	8	8	0.3279827	4
3.346198	8	8	8	4.429924	8	4.806657	8	4.253802	1.477643	8	0.9305192	5.435888	1.756121	8	0.9741143	7
4.384687	1.235124	5.603247	0.9305192	5.18518	8	8	0.9548821	3.215312	8	8	0.9438978	4.604131	0.9468632	8	2.219623	3
6.298696	0.9053805	8	1.073635	6.866177	2.741886	8	8	1.301305	8	8	8	2.733824	8	8	8	0
3.583295	8	8	1.040205	7.853924	1.037994	8	1.205041	4.016705	0.6283042	8	8	1.945985	8	8	8	3
5.606759	1.455907	6.727063	0.9503095	5.590521	1.2921	8	8	1.993241	8	8	1.064848	4.012704	8	8	1.045656	7
2.456455	8	8	8	6.815626	0.985822	7.54386	2.213877	5.143545	1.114618	8	1.040488	2.815154	8	8	8	3
3.879783	1.114618	8	0.9587011	6.546022	0.9466114	8	2.275422	3.720217	1.455907	8	0.8731914	3.333039	1.039696	8	8	4
5.20595	1.468368	5.163567	8	3.98572	8	8	8	2.39405	8	8	8	5.656649	1.2921	8	0.9536372	3
2.799984	8	8	8	5.530207	8	6.190258	0.9823592	4.800015	1.238452	8	0.9587011	4.157722	0.985822	8	8	0
4.987963	2.133852	7.577238	0.8731914	6.940149	1.571417	8	1.045656	2.612037	0.9086406	8	8	2.706178	8	8	0.3196977	4
3.351987	8	8	8	4.44204	8	4.813247	8	4.248013	1.468368	8	0.9312279	5.425086	1.757599	8	0.9823592	7
4.382468	1.238452	5.621809	0.9312279	5.206822	8	8	0.9536372	3.217532	8	8	0.9503095	4.582307	0.9466114	8	2.213877	3
6.296526	0.9086406	8	1.064848	6.879581	2.73222	8	8	1.303474	8	8	8	2.720419	8	8	8	0
3.587645	8	8	1.040488	7.877016	1.039696	8	1.204306	4.012355	0.6276616	8	8	1.923294	8	8	8	3
5.614237	1.474408	6.744774	0.95669	5.606547	1.286684	8	8	1.985763	8	8	1.058024	3.996425	8	8	1.042806	7
2.460886	8	8	8	6.83695	0.9897742	7.560901	2.208889	5.139114	1.100475	8	1.041211	2.794153	8	8	8	3
3.867713	1.100475	8	0.9579749	6.565851	0.9464034	8	2.274806	3.732287	1.474408	8	0.8731973	3.315942	1.041229	8	8	4
5.204698	1.458529	5.181348	8	4.009671	8	8	8	2.395302	8	8	8	5.632634	1.286684	8	0.9520161	3
2.791448	8	8	8	5.542198	8	6.206344	0.9917732	4.808552	1.242843	8	0.9579749	4.144042	0.9897742	8	8	0
4.981794	2.12268	7.580696	0.8731973	6.947368	1.555946	8	1.042806	2.618206	0.912213	8	8	2.699619	8	8	0.3108506	4
3.358974	8	8	8	4.454026	8	4.818782	8	4.241026	1.458529	8	0.9314976	5.414848	1.759681	8	0.9917732	6
4.380535	1.242843	5.640185	0.9314976	5.228028	8	8	0.9520161	3.219465	8	8	0.95669	4.560858	0.9464034	8	2.208889	3
6.293989	0.912213	8	1.058024	6.893448	2.72226	8	8	1.306011	8	8	8	2.706553	8	8	8	0
3.592207	8	8	1.041211	7.899482	1.041229	8	1.202586	4.007793	0.6271968	8	8	1.901291	8	8	8	3
5.621911	1.49121	6.76121	0.9628829	5.620924	1.280689	8	8	1.978089	8	8	1.052706	3.981801	8	8	1.039737	8
2.466029	8	8	8	6.857883	0.9928802	7.577241	2.202264	5.13397	1.088064	8	1.041083	2.773612	8	8	8	3
3.858123	1.088064	8	0.9593022	6.584484	1.761911	8	0.9440914	3.741877	1.49121	8	0.8715047	3.299359	1.044004	8	8	4
5.203356	1.448185	5.198408	8	4.032725	8	8	8	2.396644	8	8	8	5.609538	1.280689	8	0.9518763	3
2.782238	8	8	8	5.554326	8	6.222956	1.002082	4.817762	1.247317	8	0.9593022	4.130126	0.9928802	8	8	0
4.976678	2.111887	7.583055	0.8715047	6.952798	1.538803	8	1.039737	2.623322	0.9136029	8	8	2.694744	8	8	0.3039924	4
3.366563	8	8	8	4.466184	8	4.824019	8	4.233437	1.448185	8	0.9314539	5.404644	1.761911	8	1.002082	6
4.378053	1.247317	5.658875	0.9314539	5.249953	8	8	0.9518763	3.221947	8	8	0.9628829	4.538816	1.538803	8	0.9440914	3
6.290278	0.9136029	8	1.052706	6.908021	2.713446	8	8	1.309722	8	8	8	2.691979	8	8	8	0
3.596066	8	8	1.041083	7.92175	1.044004	8	1.20343	4.003934	0.6279001	8	8	1.879333	8	8	8	3
5.629867	1.506844	6.776338	0.968928	5.633554	1.273346	8	8	1.970134	8	8	1.04881	3.968927	8	8	1.036765	5
2.470448	8	8	8	6.879251	0.996599	7.59437	2.195466	5.129551	1.078632	8	1.041213	2.752568	8	8	8	3
3.850417	1.078632	8	0.962931	6.601749	1.76354	8	0.9392421	3.749583	1.506844	8	0.8696978	3.283642	1.04867	8	8	4
5.201399	1.43662	5.21509	8	4.05582	8	8	8	2.398601	8	8	8	5.586488	1.273346	8	0.9524764	3
2.771443	8	8	8	5.566075	8	6.240192	1.013228	4.828557	1.25254	8	0.962931	4.116346	0.996599	8	8	1
4.973296	2.103606	7.585134	0.8696978	6.956951	1.520516	8	1.036765	2.626704	0.9118638	8	8	2.690957	8	8	0.2989834	4
3.374866	8	8	8	4.478744	8	4.829087	8	4.225134	1.43662	8	0.9310679	5.394272	1.76354	8	1.013228	6
4.374957	1.25254	5.678116	0.9310679	5.272897	8	8	0.9524764	3.225043	8	8	0.968928	4.515887	1.520516	8	0.9392421	3
6.285083	0.9118638	8	1.04881	6.923258	2.704994	8	8	1.314917	8	8	8	2.676742	8	8	8	0
3.599523	8	8	1.041213	7.944427	1.04867	8	1.20716	4.000477	0.6295973	8	8	1.856864	8	8	8	3
5.637712	1.52144	6.789706	0.9743243	5.644167	1.263773	8	8	1.962288	8	8	1.046633	3.958086	8	8	1.033441	5
2.474411	8	8	8	6.900893	1.000982	7.612003	2.188496	5.125589	1.071465	8	1.040918	2.731206	8	8	8	3
3.844566	1.071465	8	0.9691306	6.618647	1.765657	8	0.9331017	3.755434	1.52144	8	0.8663635	3.267755	1.052767	8	8	4
5.199309	1.424209	5.232031	8	4.079308	8	8	8	2.400691	8	8	8	5.563061	1.263773	8	0.953451	3
2.759609	8	8	8	5.5774	8	6.257668	1.02504	4.840391	1.258243	8	0.9691306	4.102852	1.000982	8	8	1
4.971006	2.096949	7.585871	0.8663635	6.959032	1.50024	8	1.033441	2.628994	0.9087014	8	8	2.689127	8	8	0.2962147	4
3.383924	8	8	8	4.491604	8	4.833861	8	4.216076	1.424209	8	0.9304503	5.383855	1.765657	8	1.02504	6
4.371469	1.258243	5.697799	0.9304503	5.29657	8	8	0.953451	3.228531	8	8	0.9743243	4.49231	1.50024	8	0.9331017	3
6.279417	0.9087014	8	1.046633	6.938433	2.696013	8	8	1.320583	8	8	8	2.661567	8	8	8	0
3.602894	8	8	1.040918	7.966271	1.052767	8	1.212721	3.997106	0.6316608	8	8	1.835231	8	8	8	3
5.644882	0.9780248	6.800888	2.264395	5.652638	1.251595	8	8	1.955118	8	8	1.047081	3.949418	8	8	1.029988	5
2.478705	8	8	8	6.922894	1.005848	7.629814	2.181408	5.121295	1.063731	8	1.040238	2.709515	8	8	8	3
3.838028	1.063731	8	0.9754579	6.63521	1.767008	8	0.9264374	3.761972	1.536627	8	0.8639411	3.252424	1.05717	8	8	4
5.197741	1.412562	5.24958	8	4.103022	8	8	8	2.402259	8	8	8	5.539333	1.251595	8	0.9546961	3
2.746678	8	8	8	5.588352	8	6.275461	1.037064	4.853322	1.265219	8	0.9754579	4.089587	1.005848	8	8	1
4.969444	2.090823	7.58535	0.8639411	6.959338	1.478086	8	1.029988	2.630556	0.9044579	8	8	2.689002	8	8	0.2952772	4
3.392807	8	8	8	4.504633	8	4.838959	8	4.207192	1.412562	8	0.9305732	5.373203	1.767008	8	1.037064	3
4.368268	1.265219	5.718052	0.9305732	5.320616	8	8	0.9546961	3.231732	0.9780248	8	2.236269	4.46827	1.478086	8	0.9264374	3
6.273188	0.9044579	8	1.047081	6.954145	2.686876	8	8	1.326812	8	8	8	2.645855	8	8	8	0
3.6065	8	8	1.040238	7.988003	1.05717	8	1.21977	3.9935	0.6339118	8	8	1.813766	8	8	8	6
5.651972	0.9815981	6.809788	2.260647	5.658443	1.237308	8	8	1.948028	8	8	1.050701	3.943428	8	8	1.028366	5
2.481839	8	8	8	6.945327	1.011887	7.648629	2.175263	5.118161	1.056121	8	1.040188	2.68728	8	8	8	3
3.82962	1.056121	8	0.9805459	6.651023	1.766489	8	0.9193208	3.77038	1.553965	8	0.8624302	3.238436	1.062075	8	8	1
5.196571	1.402044	5.267015	8	4.126163	8	8	8	2.403429	8	8	8	5.516129	1.237308	8	0.9567772	3
2.732707	8	8	8	5.598802	8	6.293416	1.048826	4.867293	1.272668	8	0.9805459	4.076701	1.011887	8	8	1
4.966768	2.08493	7.583219	0.8624302	6.958516	1.454873	8	1.028366	2.633232	0.901158	8	8	2.690143	8	8	0.2948276	4
3.40112	8	8	8	4.517871	8	4.844734	8	4.19888	1.402044	8	0.9304241	5.362127	1.766489	8	1.048826	3
4.364437	1.272668	5.737825	0.9304241	5.344572	8	8	0.9567772	3.235563	0.9815981	8	2.229206	4.444495	1.454873	8	0.9193208	3
6.266503	0.901158	8	1.050701	6.970682	2.678706	8	8	1.333497	8	8	8	2.629318	8	8	8	0
3.610621	8	8	1.040188	8	1.062075	8	1.226117	3.989379	0.6359581	8	8	1.792856	8	8	8	6
5.659515	0.9852051	6.817396	2.256473	5.662399	1.221401	8	8	1.940485	8	8	1.056503	3.939285	8	8	1.027174	5
2.484023	8	8	8	6.967281	1.019796	7.667511	1.047989	5.115976	1.790222	8	1.041395	2.665434	8	8	8	3
3.819463	8	8	0.9845451	6.66668	1.764701	8	0.9121243	3.780537	1.573776	8	0.8614914	3.225142	1.06795	8	1.047989	1
5.195017	1.391743	5.28441	8	4.149553	8	8	8	2.404983	8	8	8	5.492727	1.221401	8	0.9586656	3
2.719205	8	8	8	5.607589	8	6.309566	1.058349	4.880795	1.2793	8	0.9845451	4.065617	1.019796	8	8	4
4.963404	2.079538	7.578884	0.8614914	6.955683	1.429284	8	1.027174	2.636596	0.8994968	8	8	2.69339	8	8	0.2958248	4
3.408924	8	8	8	4.531404	8	4.851217	8	4.191076	1.391743	8	0.9306648	5.350556	1.764701	8	1.058349	3
4.36058	1.2793	5.757825	0.9306648	5.368755	8	8	0.9586656	3.23942	0.9852051	8	2.22261	4.420492	1.429284	8	0.9121243	3
6.26038	0.8994968	8	1.056503	6.987502	2.670947	8	8	1.33962	8	8	8	2.612498	8	8	8	3
3.614759	8	8	1.041395	8	1.06795	8	1.233603	3.98524	0.6385515	8	8	1.771535	8	8	8	6
5.667464	0.9894415	6.823944	2.252182	5.664817	1.203925	8	8	1.932536	8	8	1.064258	3.936681	8	8	1.027433	5
2.48667	8	8	8	6.990115	1.03075	7.686976	1.038994	5.11333	1.781912	8	1.042195	2.64275	8	8	8	3
3.807966	8	8	0.9874153	6.681881	1.761011	8	0.904331	3.792034	1.595453	8	0.8610312	3.212733	1.074694	8	1.038994	0
5.194011	1.383245	5.302336	8	4.173055	8	8	8	2.405989	8	8	8	5.469135	1.203925	8	0.9612452	3
2.706609	8	8	8	5.614619	8	6.323567	1.064407	4.893391	1.284238	8	0.9874153	4.056494	1.03075	8	8	4
4.95894	2.072876	7.573309	0.8610312	6.952121	1.402491	8	1.027433	2.641061	0.8995774	8	8	2.697505	8	8	0.2970276	5
3.415607	8	8	8	4.54565	8	4.859282	8	4.184393	1.383245	8	0.930917	5.337826	1.761011	8	1.064407	3
4.356224	1.284238	5.777866	0.930917	5.393309	8	8	0.9612452	3.243777	0.9894415	8	2.216677	4.396242	1.402491	8	0.904331	3
6.254487	0.8995774	8	1.064258	7.004757	2.66331	8	8	1.345513	8	8	8	2.595243	8	8	8	3
3.619442	8	8	1.042195	8	1.074694	8	1.240656	3.980558	0.6411037	8	8	1.750139	8	8	8	6
5.674906	0.992792	6.829424	2.246955	5.666307	1.186317	8	8	1.925094	8	8	1.073106	3.935027	8	8	1.027782	5
2.489513	8	8	8	7.013096	1.043663	7.706494	1.028769	5.110487	1.773589	8	1.043272	2.619936	8	8	8	3
3.795203	8	8	0.9895353	6.694921	1.75718	8	0.8975846	3.804797	1.618278	8	0.8616134	3.200068	1.080437	8	1.028769	0
5.192312	1.374356	5.319398	8	4.19605	8	8	8	2.407688	8	8	8	5.446154	1.186317	8	0.9635997	3
2.695063	8	8	8	5.620344	8	6.33574	1.068468	4.904937	1.288537	8	0.9895353	4.048891	1.043663	8	8	4
4.95448	2.066343	7.567091	0.8616134	6.947857	1.374834	8	1.027782	2.64552	0.8991846	8	8	2.702328	8	8	0.2988941	5
3.422115	8	8	8	4.560169	8	4.867769	8	4.177885	1.374356	8	0.9316576	5.32474	1.75718	8	1.068468	3
4.352412	1.288537	5.798235	0.9316576	5.417787	8	8	0.9635997	3.247588	0.992792	8	2.209753	4.371923	1.374834	8	0.8975846	3
6.247686	0.8991846	8	1.073106	7.022163	2.656314	8	8	1.352314	8	8	8	2.577837	8	8	8	0
3.625298	8	8	1.043272	8	1.080437	8	1.247206	3.974702	0.6427752	8	8	1.729414	8	8	8	6
5.683652	0.9977608	6.83461	2.24196	5.66656	1.168344	8	8	1.916348	8	8	8	3.934594	1.083506	8	1.028677	7
2.491015	8	8	8	7.03611	1.055534	7.726737	1.020091	5.108984	1.766745	8	1.045524	2.59696	8	8	8	3
3.782326	8	8	0.9901278	6.702888	1.751821	8	0.8902607	3.817674	0.8626281	8	0.9609017	3.187872	1.085711	8	1.020091	0
5.191262	1.366742	5.336533	8	4.218494	8	8	8	2.408738	8	8	8	5.42364	1.168344	8	0.967103	3
2.683744	8	8	8	5.627719	8	6.349226	1.072667	4.916255	1.292703	8	0.9901278	4.039678	1.055534	8	8	4
4.950392	0.8626281	7.559842	2.228664	6.94227	1.346075	8	1.028677	2.649608	0.8989376	8	8	2.708443	8	8	0.3021218	5
3.428157	8	8	8	4.57576	8	4.87766	8	4.171843	1.366742	8	0.9318454	5.310346	1.751821	8	1.072667	3
4.34824	1.292703	5.818666	0.9318454	5.442554	8	8	0.967103	3.25176	0.9977608	8	2.203397	4.347404	1.346075	8	0.8902607	3
6.240782	0.8989376	8	2.203397	7.040323	1.083506	8	8	1.359218	8	8	8	2.559678	8	8	8	0
3.63225	8	8	1.045524	8	1.085711	8	1.253742	3.96775	0.6434691	8	8	1.709761	8	8	8	6
5.693946	1.003986	6.84058	2.23849	5.666704	1.150246	8	8	1.906054	8	8	8	3.934255	1.093905	8	1.028934	7
2.491405	8	8	8	7.058732	1.066679	7.747198	1.013046	5.108595	1.761274	8	1.048905	2.574272	8	8	8	0
3.769924	8	8	0.989933	6.710705	1.745626	8	0.8830357	3.830076	0.8631874	8	0.9589777	3.17601	1.091527	8	1.013046	0
5.190799	1.360492	5.354496	8	4.2414	8	8	8	2.409201	8	8	8	5.400579	1.150246	8	0.9699457	3
2.673024	8	8	8	5.636006	8	6.363138	1.076343	4.926976	1.297377	8	0.989933	4.029663	1.066679	8	8	4
4.946523	0.8631874	7.551015	2.225548	6.934847	1.315599	8	1.028934	2.653477	0.8996102	8	8	2.716383	8	8	0.3071105	2
3.43347	8	8	8	4.591913	8	4.88868	8	4.16653	1.360492	8	0.9324986	5.295092	1.745626	8	1.076343	3
4.344858	1.297377	5.839339	0.9324986	5.466989	8	8	0.9699457	3.255142	1.003986	8	2.196891	4.32302	1.315599	8	0.8830357	3
6.234313	0.8996102	8	2.196891	7.058496	1.093905	8	8	1.365686	8	8	8	2.541504	8	8	8	0
3.639342	8	8	1.048905	8	1.091527	8	0.6444101	3.960658	2.331039	8	8	1.69021	8	8	8	6
5.705321	1.012015	6.847569	2.236399	5.667337	1.133994	8	8	1.894679	8	8	8	3.933427	1.103217	8	1.028556	7
2.490495	8	8	8	7.08042	1.07595	7.767468	1.007475	5.109505	1.75747	8	1.054398	2.552399	8	8	8	0
3.757869	8	8	0.9882588	6.718252	1.738185	8	0.8754903	3.842131	0.8637543	8	0.9573824	3.164568	1.097025	8	1.007475	0
5.189593	1.354442	5.371562	8	4.263804	8	8	8	2.410407	8	8	8	5.378128	1.133994	8	0.9727707	3
2.663092	8	8	8	5.645843	8	6.377929	1.079598	4.936908	1.301579	8	0.9882588	4.018222	1.07595	8	8	4
4.942849	0.8637543	7.541313	2.220833	6.92637	1.284432	8	1.028556	2.657151	0.9007593	8	8	2.725367	8	8	0.3131813	2
3.437972	8	8	8	4.608869	8	4.901123	8	4.162028	1.354442	8	0.9328243	5.278687	1.738185	8	1.079598	3
4.341385	1.301579	5.859894	0.9328243	5.49133	8	8	0.9727707	3.258615	1.012015	8	2.190148	4.298757	1.284432	8	0.8754903	3
6.227923	0.9007593	8	2.190148	7.076023	1.103217	8	8	1.372077	8	8	8	2.523978	8	8	8	0
3.647843	8	8	1.054398	8	1.097025	8	0.644097	3.952157	2.317237	8	8	1.671592	8	8	8	6
5.717701	1.020496	6.855904	2.235968	5.668916	1.118934	8	8	1.882299	8	8	8	3.931661	1.111957	8	1.027719	6
2.489409	8	8	8	7.101313	1.083648	7.787108	1.000672	5.110591	1.75421	8	1.060958	2.531308	8	8	8	0
3.74483	8	8	0.9849371	6.726217	1.731663	8	0.8696394	3.85517	0.8655961	8	0.9560732	3.152436	1.102381	8	1.000672	0
5.188306	1.348396	5.388873	8	4.286541	8	8	8	2.411694	8	8	8	5.355353	1.118934	8	0.9746093	3
2.654037	8	8	8	5.656808	8	6.393172	1.083532	4.945963	1.3064	8	0.9849371	4.005794	1.083648	8	8	4
4.939489	0.8655961	7.531441	2.215154	6.917531	1.25259	8	1.027719	2.660511	0.9021159	8	8	2.734678	8	8	0.3197689	2
3.442375	8	8	8	4.625558	8	4.913415	8	4.157625	1.348396	8	0.9344254	5.262532	1.731663	8	1.083532	3
4.339167	1.3064	5.88111	0.9344254	5.515467	8	8	0.9746093	3.260833	1.020496	8	2.182565	4.274375	1.25259	8	0.8696394	3
6.221379	0.9021159	8	2.182565	7.093935	1.111957	8	8	1.37862	8	8	8	2.506065	8	8	8	0
3.656608	8	8	1.060958	8	1.102381	8	0.6440855	3.943392	2.303031	8	8	1.652647	8	8	8	6
5.731026	1.030602	6.866349	2.237554	5.6724	1.106273	8	8	1.868974	8	8	8	3.928005	1.118901	8	1.025941	6
2.487387	8	8	8	7.122439	1.091065	7.807435	0.9940199	5.112613	1.75201	8	1.06805	2.509897	8	8	8	0
3.730963	8	8	0.979499	6.734446	1.725479	8	0.8657627	3.869037	0.8680913	8	0.9551611	3.139826	1.106302	8	0.9940199	0
5.186878	1.34253	5.406158	8	4.309321	8	8	8	2.413122	8	8	8	5.332556	1.106273	8	0.9753972	3
2.646502	8	8	8	5.668921	8	6.408496	1.087224	4.953497	1.310472	8	0.979499	3.992447	1.091065	8	8	4
4.935821	0.8680913	7.52108	2.20742	6.908341	1.221032	8	1.025941	2.66418	0.9038389	8	8	2.744385	8	8	0.3266397	2
3.446491	8	8	8	4.642333	8	4.926037	8	4.15351	1.34253	8	0.9357446	5.246183	1.725479	8	1.087224	3
4.337337	1.310472	5.901696	0.9357446	5.53864	8	8	0.9753972	3.262662	1.030602	8	2.174955	4.250891	1.221032	8	0.8657627	3
6.214204	0.9038389	8	2.174955	7.111995	1.118901	8	8	1.385796	8	8	8	2.488006	8	8	8	0
3.666192	8	8	1.06805	8	1.106302	8	0.6432164	3.933808	2.287029	8	8	1.634917	8	8	8	6
5.744677	1.040387	6.877773	2.239383	5.676857	1.095504	8	8	1.855323	8	8	8	3.923403	1.124517	8	1.023787	6
2.48446	8	8	8	7.144063	1.098554	7.828673	0.9892474	5.11554	1.750809	8	1.075609	2.487902	8	8	8	3
3.718076	8	8	0.9742945	6.74338	1.718935	8	0.8622543	3.881924	0.8693247	8	0.9535584	3.126807	1.10944	8	0.9892474	0
5.185122	1.33632	5.422866	8	4.331629	8	8	8	2.414878	8	8	8	5.310281	1.095504	8	0.9759244	3
2.639446	8	8	8	5.681791	8	6.42419	1.090511	4.960554	1.315343	8	0.9742945	3.97842	1.098554	8	8	4
4.931605	0.8693247	7.510026	2.198404	6.898708	1.188131	8	1.023787	2.668395	0.9058264	8	8	2.754608	8	8	0.3338065	2
3.450714	8	8	8	4.66011	8	4.939548	8	4.149286	1.33632	8	0.9372914	5.228807	1.718935	8	1.090511	3
4.336669	1.315343	5.92307	0.9372914	5.561826	8	8	0.9759244	3.263331	1.040387	8	2.165315	4.227093	1.188131	8	0.8622543	3
6.206128	0.9058264	8	2.165315	7.129599	1.124517	8	8	1.393872	8	8	8	2.470401	8	8	8	0
3.676347	8	8	1.075609	8	1.10944	8	0.6418803	3.923653	2.269546	8	8	1.617944	8	8	8	6
5.758392	1.050404	6.890393	1.086059	5.682733	8	8	8	1.841608	8	8	8	3.917415	1.128771	8	1.021152	6
2.481687	8	8	8	7.165561	1.1061	7.84972	0.984758	5.118313	1.749708	8	1.083649	2.466052	8	8	8	3
3.705673	8	8	0.9701104	6.752594	1.711689	8	0.8585364	3.894327	0.8702245	8	0.9517956	3.113673	1.111994	8	0.984758	0
5.183418	1.330824	5.439864	8	4.354198	8	8	8	2.416582	8	8	1.086059	5.287735	2.135934	8	0.9764622	3
2.631872	8	8	8	5.694351	8	6.43991	1.092719	4.968128	1.321023	8	0.9701104	3.964645	1.1061	8	8	4
4.927046	0.8702245	7.498868	2.189879	6.889161	1.154596	8	1.021152	2.672954	0.9084269	8	8	2.764792	8	8	0.3408822	2
3.454325	8	8	8	4.678696	8	4.954326	8	4.145675	1.330824	8	0.9390779	5.210351	1.711689	8	1.092719	3
4.336339	1.321023	5.945062	0.9390779	5.585419	8	8	0.9764622	3.263661	1.050404	8	2.154665	4.202789	1.154596	8	0.8585364	3
6.19782	0.9084269	8	2.154665	7.146841	1.128771	8	8	1.40218	8	8	8	2.453159	8	8	8	0
3.687614	8	8	1.083649	8	1.111994	8	0.6395503	3.912386	2.250654	8	8	1.601788	8	8	8	7
5.77205	1.060772	6.903398	1.077192	5.68913	8	8	8	1.82795	8	8	8	3.910936	1.13301	8	1.017353	6
2.479472	8	8	8	7.186873	1.113785	7.870323	0.9796908	5.120528	1.74832	8	1.09167	2.444444	8	8	8	3
3.693175	8	8	0.9667833	6.761809	1.703575	8	0.8551319	3.906825	0.8713745	8	0.9503417	3.100547	1.113439	8	0.9796908	0
5.181274	1.325616	5.456908	8	4.377163	8	8	8	2.418726	8	8	1.077192	5.264849	2.101878	8	0.9764047	0
2.623497	8	8	8	5.706329	8	6.45558	1.09381	4.976503	1.327514	8	0.9667833	3.951361	1.113785	8	8	4
4.92253	0.8713745	7.486439	1.119909	6.878214	2.101878	8	1.017353	2.67747	0.9112645	8	8	2.776386	8	8	0.3493473	2
