Distance_to_wall-180	Distance_to_copter-180	Distance_to_wall-135	Distance_to_copter-135	Distance_to_wall-90	Distance_to_copter-90	Distance_to_wall-45	Distance_to_copter-45	Distance_to_wall0	Distance_to_copter0	Distance_to_wall45	Distance_to_copter45	Distance_to_wall90	Distance_to_copter90	Distance_to_wall135	Distance_to_copter135	Class
6.739018	3.614503	8	8	1.89228	8	8	8	0.8609812	8	8	8	7.707721	7.585484	8	0.7258011	0
1.653869	8	8	8	3.459465	8	8	1.156535	5.946131	3.981679	7.375803	1.603361	6.140535	2.641733	8	1.751758	6
3.681601	8	8	1.781136	7.450788	1.354602	8	2.443793	3.918399	8	2.963291	2.230095	8	8	2.809854	8	5
2.75135	8	8	8	2.355682	8	8	8	4.84865	2.840881	8	3.371982	7.30486	2.310718	8	1.156535	6
5.97209	2.840881	8	8	2.716445	8	8	0.7258011	1.62791	8	8	8	6.883555	2.094448	8	3.171283	0
4.071667	2.073118	8	0.9936259	5.740094	3.232832	8	0.9879857	3.528333	8	4.21248	8	8	1.354602	4.452237	8	3
1.718355	8	8	1.056121	6.500515	2.641733	8	1.430018	5.881644	2.073118	5.048469	1.781136	3.099485	8	8	8	7
5.296879	2.037696	8	3.330979	5.11129	2.067327	8	3.106303	2.303121	8	8	8	4.515627	4.230024	5.649117	0.9930606	1
0.7705569	8	8	8	5.405463	8	8	1.726989	6.829443	1.718095	6.478867	1.066303	4.194537	8	8	8	7
2.859788	1.718095	8	1.582202	5.056981	2.285342	8	3.472819	4.740211	2.037696	5.380419	0.988274	4.659978	2.109313	8	1.428253	7
6.721174	3.586243	8	8	1.907301	8	8	8	0.8788261	8	8	8	7.692699	7.606319	8	0.7248151	0
1.664714	8	8	8	3.47555	8	8	1.155428	5.935286	3.957675	7.356406	1.582202	6.124451	2.629195	8	1.726989	6
3.681832	8	8	1.748642	7.427824	1.316644	8	2.423952	3.918168	8	2.980229	2.273263	8	8	2.827955	8	5
2.762276	8	8	8	2.373409	8	8	8	4.837724	2.816952	8	3.330979	7.288673	2.285342	8	1.155428	6
5.958905	2.816952	8	8	2.734438	8	8	0.7248151	1.641095	8	8	8	6.865562	2.067327	7.998699	3.166233	0
4.060686	2.036998	8	0.988274	5.753508	3.220902	8	0.9930606	3.539314	8	4.204465	8	8	1.316644	4.43517	8	3
1.742048	8	8	1.066303	6.503757	2.629195	8	1.428253	5.857952	2.036998	5.028019	1.748642	3.096242	8	8	8	7
5.279185	2.011494	8	3.290289	5.100258	2.040862	8	3.082033	2.320815	8	8	8	4.528512	4.278053	5.647418	0.9971986	1
0.7902663	8	8	8	5.398616	8	8	1.702967	6.809733	1.706955	6.468554	1.076486	4.201384	8	8	8	7
2.868212	1.706955	8	1.562196	5.050186	2.260674	8	3.440416	4.731789	2.011494	5.381767	0.9830858	4.668451	2.092065	8	1.427202	7
6.702922	3.557424	8	8	1.922598	8	8	8	0.8970776	8	8	8	7.677402	7.627009	8	0.7234852	0
1.676353	8	8	8	3.49144	8	8	1.153674	5.923647	3.93229	7.336736	1.562196	6.10856	2.617036	8	1.702967	6
3.682138	8	8	1.716731	7.405586	1.279877	8	2.404479	3.917862	8	2.996648	2.317387	8	8	2.845597	8	5
2.77334	8	8	8	2.391203	8	8	8	4.82666	2.792181	8	3.290289	7.27246	2.260674	8	1.153674	6
5.945068	2.792181	8	8	2.751981	8	8	0.7234852	1.654931	8	8	8	6.848019	2.040862	7.976562	3.160279	0
4.051199	2.002596	8	0.9830858	5.766752	3.209328	8	0.9971986	3.548801	8	4.196066	8	8	1.279877	4.418982	8	3
1.765533	8	8	1.076486	6.507157	2.617036	8	1.427202	5.834467	2.002596	5.007661	1.716731	3.092842	8	8	8	7
5.261519	1.984963	8	3.249928	5.089736	2.014902	8	3.057898	2.33848	8	8	8	4.540944	4.325925	5.6454	1.000831	1
0.8103597	8	8	8	5.392611	8	8	1.680286	6.78964	1.695957	6.457447	1.085898	4.20739	8	8	8	7
2.877008	1.695957	8	1.542329	5.043322	2.235685	8	3.407142	4.722992	1.984963	5.382998	0.9791701	4.677082	2.075044	8	1.427058	8
6.685031	3.529138	8	8	1.938439	8	8	8	0.9149692	8	8	8	7.661561	7.647418	8	0.7224165	0
1.68875	8	8	8	3.506869	8	8	1.150723	5.91125	3.905301	7.317039	1.542329	6.093131	2.605719	8	1.680286	6
3.683454	8	8	1.685882	7.383298	1.242747	8	2.384011	3.916546	8	3.012509	2.362592	8	8	2.863959	8	5
2.784205	8	8	8	2.409271	8	8	8	4.815795	2.766734	8	3.249928	7.255973	2.235685	8	1.150723	6
5.930405	2.766734	8	8	2.769317	8	8	0.7224165	1.669595	8	8	8	6.830683	2.014902	7.954186	3.15379	0
4.042743	1.969435	8	0.9791701	5.780324	3.198321	8	1.000831	3.557257	8	4.186997	8	8	1.242747	4.403009	8	3
1.788759	8	8	1.085898	6.510924	2.605719	8	1.427058	5.811241	1.969435	4.987299	1.685882	3.089076	8	8	8	7
5.243352	1.957156	8	3.209879	5.080188	1.990082	8	3.034867	2.356648	8	8	8	4.552525	4.373104	5.642371	1.003588	1
0.8308733	8	8	8	5.386178	8	8	1.656284	6.769127	1.685455	6.446356	1.094659	4.213822	8	8	8	7
2.886621	1.685455	8	1.521627	5.035431	2.209049	8	3.372935	4.713378	1.957156	5.384701	0.9775394	4.686907	2.058869	8	1.4274	8
6.668121	3.502488	8	8	1.954753	8	8	8	0.9318786	8	8	8	7.645247	7.66771	8	0.7214241	0
1.701078	8	8	8	3.523103	8	8	1.147468	5.898922	3.878994	7.296706	1.521627	6.076898	2.592549	8	1.656284	6
3.685572	8	8	1.656095	7.360881	1.204212	8	2.361927	3.914428	8	3.028019	2.408954	8	8	2.882967	8	5
2.794436	8	8	8	2.428011	8	8	8	4.805564	2.742356	8	3.209879	7.238758	2.209049	8	1.147468	6
5.916245	2.742356	8	8	2.786782	8	8	0.7214241	1.683756	8	8	8	6.813218	1.990082	7.931955	3.147972	0
4.035611	1.936574	8	0.9775394	5.795324	3.188776	8	1.003588	3.564389	8	4.176128	8	8	1.204212	4.386435	8	3
1.812174	8	8	1.094659	6.513589	2.592549	8	1.4274	5.787827	1.936574	4.967519	1.656095	3.086434	8	8	8	7
5.225008	1.929009	8	3.170203	5.071098	1.966356	8	3.01327	2.374992	8	8	8	4.563731	4.420049	5.638937	1.005344	1
0.8523598	8	8	8	5.380913	8	8	1.632817	6.74764	1.674442	6.433814	1.101309	4.219088	8	8	8	7
2.896414	1.674442	8	1.50054	5.027141	2.182594	8	3.339028	4.703587	1.929009	5.386681	0.9773771	4.697174	2.042867	8	1.427868	8
6.652249	3.476459	8	8	1.970551	8	8	8	0.9477506	8	8	8	7.62945	7.688816	8	0.7208545	0
1.713578	8	8	8	3.539541	8	8	1.144943	5.886422	3.853149	7.276108	1.50054	6.060459	2.578532	8	1.632817	6
3.687505	8	8	1.6266	7.338369	1.166127	8	2.339422	3.912495	8	3.043803	2.45669	8	8	2.901984	8	5
2.805078	8	8	8	2.446162	8	8	8	4.794922	2.718116	8	3.170203	7.222204	2.182594	8	1.144943	6
5.902612	2.718116	8	8	2.803833	8	8	0.7208545	1.697388	8	8	8	6.796168	1.966356	7.910351	3.141963	0
4.029635	1.904823	8	0.9773771	5.810069	3.179861	8	1.005344	3.570365	8	4.165059	8	8	1.166127	4.370648	8	3
1.835446	8	8	1.101309	6.515579	2.578532	8	1.427868	5.764554	1.904823	4.948311	1.6266	3.084612	8	8	8	7
5.20578	1.899305	8	3.131553	5.063775	1.943784	8	2.993524	2.39422	8	8	8	4.573356	4.465385	5.633624	1.005497	1
0.8741426	8	8	8	5.375919	8	8	1.609183	6.725857	1.663891	6.420919	1.107278	4.224082	8	8	8	7
2.906913	1.663891	8	1.478923	5.018863	2.156305	8	3.303824	4.693087	1.899305	5.388311	0.9778808	4.707599	2.026278	8	1.429095	8
6.636451	3.450819	8	8	1.986571	8	8	8	0.9635487	8	8	8	7.613429	7.709789	8	0.7209913	0
1.726914	8	8	8	3.556689	8	8	1.142164	5.873086	3.826128	7.254459	1.478923	6.043312	2.563763	8	1.609183	6
3.689262	8	8	1.597296	7.315547	1.127675	8	2.31483	3.910738	8	3.060018	2.505854	8	8	2.921189	8	5
2.815368	8	8	8	2.464197	8	8	8	4.784632	2.693986	8	3.131553	7.205739	2.156305	8	1.142164	6
5.888634	2.693986	8	8	2.821671	8	8	0.7209913	1.711366	8	8	8	6.77833	1.943784	7.887893	3.134979	0
4.024316	1.874001	8	0.9778808	5.825068	3.171695	8	1.005497	3.575684	8	4.153521	8	8	1.127675	4.354961	8	3
1.858314	8	8	1.107278	6.517538	2.563763	8	1.429095	5.741686	1.874001	4.929469	1.597296	3.08298	8	8	8	7
5.186841	1.868701	8	3.093455	5.057549	1.922137	8	2.974695	2.413159	8	8	8	4.581925	4.509815	5.627653	1.004981	1
0.8967977	8	8	8	5.371236	8	8	1.584963	6.703202	1.653702	6.407219	1.112354	4.228764	8	8	8	7
2.918622	1.653702	8	1.458037	5.010792	2.129326	8	3.267863	4.681378	1.868701	5.389173	0.9793198	4.718112	2.008431	8	1.430535	7
6.621196	3.42617	8	8	2.002848	8	8	8	0.9788041	8	8	8	7.597153	7.730676	8	0.7212819	0
1.74012	8	8	8	3.574327	8	8	1.138893	5.85988	3.799526	7.232472	1.458037	6.025674	2.548205	8	1.584963	6
3.690816	8	8	1.56755	7.292077	1.088344	8	2.289091	3.909184	8	3.07694	2.55665	8	8	2.940838	8	5
2.825296	8	8	8	2.483188	8	8	8	4.774704	2.670361	8	3.093455	7.1883	2.129326	8	1.138893	6
5.87489	2.670361	8	8	2.839688	8	8	0.7212819	1.725109	8	8	8	6.760313	1.922137	7.8654	3.127777	0
4.020357	1.84394	8	0.9793198	5.840674	3.163829	8	1.004981	3.579643	8	4.140898	8	8	1.088344	4.339411	8	3
1.881444	8	8	1.112354	6.519142	2.548205	8	1.430535	5.718556	1.84394	4.910686	1.56755	3.081869	8	8	8	7
5.167776	1.837636	8	3.055061	5.051623	1.900232	8	2.956099	2.432224	8	8	8	4.590281	4.554089	5.621426	1.004061	1
0.9193299	8	8	8	5.367536	8	8	1.561948	6.68067	1.6441	6.393003	1.116297	4.232465	8	8	8	7
2.930667	1.6441	8	1.437935	5.003024	2.101911	8	3.231354	4.669333	1.837636	5.389638	0.9824802	4.728427	1.990222	8	1.43219	7
6.605424	3.401313	8	8	2.019038	8	8	8	0.994576	8	8	8	7.580962	7.751584	8	0.7218496	0
1.753337	8	8	8	3.591678	8	8	1.134738	5.846663	3.772652	7.210719	1.437935	6.008323	2.532772	8	1.561948	6
3.693053	8	8	1.539022	7.2684	1.048144	8	2.2625	3.906947	8	3.093664	2.608211	8	8	2.961115	8	5
2.835037	8	8	8	2.502941	8	8	8	4.764963	2.646807	8	3.055061	7.1701	2.101911	8	1.134738	6
5.861044	2.646807	8	8	2.85835	8	8	0.7218496	1.738956	8	8	8	6.74165	1.900232	7.842299	3.119997	0
4.017755	1.815388	8	0.9824802	5.857128	3.156598	8	1.004061	3.582246	8	4.126967	8	8	1.048144	4.32379	8	3
1.904041	8	8	1.116297	6.520575	2.532772	8	1.43219	5.695959	1.815388	4.892457	1.539022	3.081075	8	8	8	7
5.148908	1.806037	8	3.016671	5.045744	1.879012	8	2.937817	2.451092	8	8	8	4.598632	4.598459	5.615336	1.003704	1
0.9412522	8	8	8	5.363465	8	8	1.538033	6.658748	1.635723	6.379534	1.120396	4.236536	8	8	8	7
2.943444	1.635723	8	1.418567	4.995499	2.074961	8	3.194979	4.656556	1.806037	5.389557	0.9858911	4.738694	1.970999	8	1.434462	7
6.589981	3.376316	8	8	2.035041	8	8	8	1.010019	8	8	8	7.56496	7.772774	8	0.7221634	0
1.765913	8	8	8	3.609639	8	8	1.131954	5.834086	3.746904	7.188805	1.418567	5.990362	2.516665	8	1.538033	6
3.694868	1.510739	8	2.934644	7.244276	1.007458	8	2.235864	3.905132	8	3.111089	2.661147	8	8	2.981548	8	5
2.845257	8	8	8	2.522486	8	8	8	4.754743	2.623022	8	3.016671	7.152195	2.074961	8	1.131954	6
5.847486	2.623022	8	8	2.876439	8	8	0.7221634	1.752514	8	8	8	6.723561	1.879012	7.81984	3.112914	0
4.015473	1.787733	8	0.9858911	5.87382	3.149766	8	1.003704	3.584527	8	4.112706	8	8	1.007458	4.308127	8	6
1.925938	8	8	1.120396	6.521911	2.516665	8	1.434462	5.674062	1.510739	4.874862	4.233813	3.080508	8	8	8	7
5.129059	1.772484	8	2.977896	5.040617	1.859379	8	2.920943	2.470941	8	8	8	4.606443	4.642159	5.608129	1.001025	1
0.9639692	8	8	8	5.360119	8	8	1.513719	6.636031	1.627609	6.365039	1.123407	4.239882	8	8	8	7
2.957203	1.627609	8	1.400262	4.988345	2.048637	8	3.158184	4.642797	1.772484	5.388695	0.9897448	4.748853	1.950794	8	1.436042	7
6.574632	3.350747	8	8	2.050804	8	8	8	1.025368	8	8	8	7.549196	7.794243	8	0.7224381	0
1.777911	8	8	8	3.62812	8	8	1.130596	5.822089	3.721676	7.16677	1.400262	5.97188	2.499461	8	1.513719	6
3.696364	1.481741	8	2.905268	7.219908	0.9675739	8	2.20805	3.903636	8	3.128988	2.715146	8	8	3.002042	8	5
2.85616	8	8	8	2.541794	8	8	8	4.74384	2.598257	8	2.977896	7.134646	2.048637	8	1.130596	6
5.833668	2.598257	8	8	2.893917	8	8	0.7224381	1.766332	8	8	8	6.706083	1.859379	7.797779	3.104897	0
4.014814	1.760882	8	0.9897448	5.889927	3.142947	8	1.001025	3.585186	8	4.09832	8	8	0.9675739	4.293781	8	6
1.94861	8	8	1.123407	6.522552	2.499461	8	1.436042	5.65139	1.481741	4.857161	4.242865	3.080816	8	8	8	7
5.108334	1.73826	8	2.939372	5.036558	1.84074	8	2.904583	2.491666	8	8	8	4.613396	4.684872	5.599608	0.9961157	1
0.9859464	8	8	8	5.357361	8	8	1.48943	6.614054	1.619933	6.350737	1.125233	4.24264	8	8	8	7
2.970762	1.619933	8	1.382499	4.982341	2.023392	8	3.121914	4.629238	1.73826	5.386987	0.9937102	4.757874	1.930223	8	1.436305	7
6.558659	3.324622	8	8	2.067244	8	8	8	1.041341	8	8	8	7.532757	7.814946	8	0.7221509	0
1.789601	8	8	8	3.647366	8	8	1.129854	5.810399	3.696691	7.144264	1.382499	5.952635	2.480604	8	1.48943	6
3.698189	1.45447	8	2.876777	7.196114	0.9293993	8	2.179184	3.901812	8	3.146317	2.769132	8	8	3.02232	8	4
2.866932	8	8	8	2.561174	8	8	8	4.733068	2.573508	8	2.939372	7.117031	2.023392	8	1.129854	6
5.819704	2.573508	8	8	2.911736	8	8	0.7221509	1.780296	8	8	8	6.688264	1.84074	7.77535	3.095157	0
4.015261	1.735912	8	0.9937102	5.905081	3.135586	8	0.9961157	3.584739	8	4.084354	8	8	0.9293993	4.280824	8	6
1.970469	8	8	1.125233	6.522286	2.480604	8	1.436305	5.629531	1.45447	4.840706	4.254002	3.082144	8	8	8	7
5.088032	1.703642	8	2.902012	5.033477	1.822854	8	2.889057	2.511968	8	8	8	4.619402	4.726731	5.590587	0.9887556	1
1.008396	8	8	8	5.354935	8	8	1.464872	6.591604	1.612613	6.335907	1.126729	4.245065	8	8	8	7
2.985156	1.612613	8	1.365684	4.976741	1.998495	8	3.085187	4.614844	1.703642	5.384548	0.9978603	4.766732	1.911393	8	1.436658	7
6.542862	3.299029	8	8	2.08367	8	8	8	1.057137	8	8	8	7.516331	7.835716	8	0.7220522	0
1.801088	8	8	8	3.666923	8	8	1.129163	5.798912	3.672028	7.121607	1.365684	5.933077	2.461588	8	1.464872	6
3.699565	1.427566	8	2.848826	7.174957	0.8959788	8	2.15221	3.900435	8	3.161945	8	8	2.821432	3.040247	8	3
2.877374	8	8	8	2.580668	8	8	8	4.722626	2.549179	8	2.902012	7.09928	1.998495	8	1.129163	6
5.805826	2.549179	8	8	2.929707	8	8	0.7220522	1.794174	8	8	8	6.670294	1.822854	7.752835	3.082887	0
4.017978	1.713358	8	0.9978603	5.918703	3.127528	8	0.9887556	3.582022	8	4.07084	8	8	0.8959788	4.270335	8	7
1.992589	8	8	1.126729	6.522096	2.461588	8	1.436658	5.607411	1.427566	4.824046	4.265736	3.083557	8	8	8	7
5.066887	1.667562	8	2.863532	5.030491	1.805592	8	2.873983	2.533113	8	8	8	4.625523	4.768568	5.58107	0.979322	1
1.030684	8	8	8	5.353107	8	8	1.441061	6.569316	1.606192	6.320831	1.127735	4.246893	8	8	8	7
3.000178	1.606192	8	1.348681	4.97114	1.973071	8	3.047642	4.599822	1.667562	5.381836	1.001611	4.775774	1.89476	8	1.43779	7
6.526501	3.272645	8	8	2.099878	8	8	8	1.073499	8	8	8	7.500122	7.856604	8	0.7218823	0
1.813485	8	8	8	3.686755	8	8	1.127882	5.786515	3.119979	7.098224	1.348681	5.91326	2.442439	8	1.441061	6
3.700361	1.401481	8	2.821691	7.156469	0.8672234	8	2.127287	3.899639	8	3.175905	8	8	2.871974	3.055707	8	3
2.888166	8	8	8	2.600714	8	8	8	4.711834	2.523688	8	2.863532	7.081059	1.973071	8	1.127882	6
5.791245	2.523688	8	8	2.947238	8	8	0.7218823	1.808754	8	8	8	6.652767	1.805592	7.730346	3.047642	0
4.021824	1.69285	8	1.001611	5.930698	3.117666	8	0.979322	3.578176	8	4.058334	8	8	0.8672234	4.261838	8	8
2.01427	8	8	1.127735	6.522094	2.442439	8	1.43779	5.58573	1.401481	4.807636	4.278373	3.084902	8	8	8	7
5.045554	1.630069	8	2.824824	5.027165	1.787554	8	2.857832	2.554446	8	8	8	4.632095	4.810835	5.571791	0.9682107	1
1.052734	8	8	8	5.351697	8	8	1.418328	6.547266	1.601029	6.305685	1.12881	4.248303	8	8	8	7
3.016385	1.601029	8	1.33344	4.966738	1.948601	8	3.009666	4.583615	1.630069	5.377538	1.002812	4.783976	1.879431	8	1.438121	7
6.510165	3.246779	8	8	2.117117	8	8	8	1.089835	8	8	8	7.482883	7.876503	8	0.7213068	0
1.826479	8	8	8	3.706207	8	8	1.125261	5.773521	3.079565	7.074832	1.33344	5.893851	2.42353	8	1.418328	6
3.700588	1.37551	8	2.79577	7.141058	0.8443475	8	2.105489	3.899411	8	3.187846	8	8	2.920292	3.068364	8	3
2.898379	8	8	8	2.621104	8	8	8	4.701621	2.499142	8	2.824824	7.062437	1.948601	8	1.125261	6
5.77699	2.499142	8	8	2.965518	8	8	0.7213068	1.82301	8	8	8	6.634521	1.787554	7.707376	3.009666	0
4.026507	1.673273	8	1.002812	5.940152	3.105531	8	0.9682107	3.573493	8	4.047789	8	8	0.8443475	4.255981	8	8
2.036529	8	8	1.12881	6.521914	2.42353	8	1.438121	5.563471	1.37551	4.790948	4.291533	3.086609	8	8	8	7
5.02427	1.591775	8	2.783958	5.022351	1.767795	8	2.839993	2.57573	8	8	8	4.640215	4.854685	5.56384	0.9564205	4
1.074843	8	8	8	5.349765	8	8	1.395473	6.525157	1.596314	6.290894	1.130618	4.250236	8	8	8	7
3.033373	1.596314	8	1.320557	4.963207	1.924284	8	2.971843	4.566627	1.591775	5.372144	1.002698	4.79157	1.865425	8	1.438263	6
6.49372	3.220055	8	8	2.134745	8	8	8	1.10628	8	8	8	7.465256	7.896016	8	0.7203581	0
1.838806	8	8	8	3.724932	8	8	1.122642	5.761194	3.039546	7.052414	1.320557	5.875192	2.405735	8	1.395473	6
3.70071	1.34999	8	2.771387	7.128112	0.8261408	8	2.087175	3.89929	8	3.197941	8	8	2.966721	3.078976	8	3
2.909413	8	8	8	2.642231	8	8	8	4.690587	2.474643	8	2.783958	7.043235	1.924284	8	1.122642	6
5.763604	2.474643	8	8	2.984529	8	8	0.7203581	1.836396	8	8	8	6.615569	1.767795	7.684213	2.971843	0
4.032521	1.65535	8	1.002698	5.947721	3.091079	8	0.9564205	3.567479	8	4.038401	8	8	0.8261408	4.252438	8	8
2.059032	8	8	1.130618	6.522011	2.405735	8	1.438263	5.540967	1.34999	4.773937	4.305036	3.088208	8	8	8	7
5.004731	1.554427	8	2.743536	5.015732	1.745026	8	2.819373	2.595269	8	8	8	4.649915	4.900466	5.558431	0.9460497	5
1.096292	8	8	8	5.347312	8	8	1.373182	6.503707	1.592558	6.276982	1.132834	4.252688	8	8	8	7
3.051067	1.592558	8	1.309461	4.961121	1.901785	8	2.933376	4.548933	1.554427	5.365194	1.001406	4.797992	1.852304	8	1.438012	6
6.478103	3.194615	8	8	2.153296	8	8	8	1.121897	8	8	8	7.446705	7.914795	8	0.7201744	0
1.851652	8	8	8	3.743065	8	8	1.118997	5.748348	3.000233	7.030208	1.309461	5.857155	2.388541	8	1.373182	6
3.700848	1.326013	8	2.74926	7.117659	0.8117915	8	2.073502	3.899152	8	3.206082	8	8	3.011137	3.087579	8	3
2.91982	8	8	8	2.663081	8	8	8	4.68018	2.450195	8	2.743536	7.024238	1.901785	8	1.118997	6
5.749534	2.450195	8	8	3.004164	8	8	0.7201744	1.850466	8	8	8	6.596023	1.745026	7.660166	2.933376	0
4.039825	1.639677	8	1.001406	5.954245	3.076518	8	0.9460497	3.560174	8	4.029426	8	8	0.8117915	4.250466	8	8
2.080811	8	8	1.132834	6.522175	2.388541	8	1.438012	5.519189	1.326013	4.75747	4.319597	3.089832	8	8	8	7
4.98721	1.519197	8	2.704144	5.00883	1.722098	8	2.797146	2.61279	8	8	8	4.659624	4.946643	5.554443	0.9365939	5
1.11818	8	8	8	5.345126	8	8	1.350836	6.48182	1.587997	6.262611	1.134416	4.254874	8	8	8	7
3.06862	1.587997	8	1.299336	4.960533	1.88011	8	2.896198	4.53138	1.519197	5.357057	0.9988409	4.802983	1.840825	8	1.435796	6
6.462549	3.169943	8	8	2.172439	8	8	8	1.13745	8	8	8	7.427562	7.933016	8	0.7190963	0
1.864575	8	8	8	3.761359	8	8	1.114406	5.735425	2.962593	7.007826	1.299336	5.838987	2.370746	8	1.350836	6
3.701395	1.303265	8	2.728632	7.110158	0.8015941	8	2.063514	3.898605	8	3.211655	8	8	3.052935	3.094018	8	3
2.929545	8	8	8	2.684668	8	8	8	4.670455	2.42596	8	2.704144	7.004431	1.88011	8	1.114406	6
5.735188	2.42596	8	8	3.022923	8	8	0.7190963	1.864811	8	8	8	6.577388	1.722098	7.63674	2.896198	0
4.047749	1.624434	8	0.9988409	5.959564	3.060538	8	0.9365939	3.552251	8	4.021295	8	8	0.8015941	4.249868	8	8
2.102963	8	8	1.134416	6.521831	2.370746	8	1.435796	5.497036	1.303265	4.7411	4.334991	3.092139	8	8	8	7
4.972029	1.485575	8	2.665297	5.000656	1.697717	8	2.772875	2.627971	8	8	8	4.67024	4.994195	5.552867	0.92858	8
1.1402	8	8	8	5.343646	8	8	1.328215	6.4598	1.583957	6.247699	1.135363	4.256355	8	8	8	7
3.086874	1.583957	8	1.290636	4.960833	1.859563	8	2.859444	4.513125	1.485575	5.347846	0.9946978	4.807353	1.830816	8	1.43386	6
6.447732	3.145667	8	8	2.191841	8	8	8	1.152268	8	8	8	7.408159	7.951132	8	0.7177988	0
1.876733	8	8	8	3.780237	8	8	1.111095	5.723268	2.927204	6.985373	1.290636	5.820252	2.352871	8	1.328215	6
3.70092	1.280891	8	2.708267	7.105474	0.7961516	8	2.058857	3.89908	8	3.215641	8	8	3.092689	3.09757	8	3
2.939554	8	8	8	2.706078	8	8	8	4.660446	2.401665	8	2.665297	6.984868	1.859563	8	1.111095	6
5.721099	2.401665	8	8	3.04124	8	8	0.7177988	1.878901	8	8	8	6.55922	1.697717	7.613824	2.859444	0
4.056451	1.611001	8	0.9946978	5.963381	3.04347	8	0.92858	3.543549	8	4.014215	8	8	0.7961516	4.250979	8	8
2.124573	8	8	1.135363	6.521928	2.352871	8	1.43386	5.475427	1.280891	4.724887	4.350967	3.094101	8	8	8	7
4.958979	1.454165	8	2.627434	4.991048	1.671227	8	2.746722	2.641021	8	8	8	4.68194	5.043262	5.553709	0.9226702	8
1.161689	8	8	8	5.343126	8	8	1.306796	6.438311	1.580346	6.232547	1.135366	4.256875	8	8	8	7
3.10504	1.580346	8	1.28311	4.962132	1.840647	8	2.82338	4.494961	1.454165	5.33785	0.9892288	4.810799	1.821519	8	1.430588	6
6.432624	3.121416	8	8	2.210719	8	8	8	1.167376	8	8	8	7.389281	7.969718	8	0.7167201	0
1.888618	8	8	8	3.79887	8	8	1.107991	5.711382	2.893692	6.963273	1.28311	5.801785	2.334697	8	1.306796	6
3.70001	1.259048	8	2.688439	7.102495	0.7936543	8	2.058294	3.89999	8	3.218551	8	8	3.131202	3.099481	8	3
2.949246	8	8	8	2.726908	8	8	8	4.650753	2.377862	8	2.627434	6.96585	1.840647	8	1.107991	6
5.707108	2.377862	8	8	3.059654	8	8	0.7167201	1.892892	8	8	8	6.540986	1.671227	7.590877	2.82338	0
4.065256	1.597935	8	0.9892288	5.966094	3.026048	8	0.9226702	3.534744	8	4.008108	8	8	0.7936543	4.253113	8	8
2.146049	8	8	1.135366	6.521423	2.334697	8	1.430588	5.453951	1.259048	4.709219	4.368106	3.096789	8	8	8	7
4.948343	1.424435	8	2.591202	4.980868	1.643873	8	2.719335	2.651657	8	8	8	4.693808	5.092977	5.556396	0.9183562	8
1.183568	8	8	8	5.343262	8	8	1.285621	6.416432	1.577125	6.216694	1.134899	4.256739	8	8	8	7
3.123986	1.577125	8	1.276099	4.964051	1.822507	8	2.787623	4.476014	1.424435	5.326975	0.9827392	4.813915	1.813508	8	1.426969	6
6.418243	3.098556	8	8	2.229569	8	8	8	1.181757	8	8	8	7.370431	7.988477	8	0.7155745	0
1.900988	8	8	8	3.817934	8	8	1.104388	5.699012	2.861715	6.940547	1.276099	5.782918	2.316138	8	1.285621	6
3.698562	1.237076	8	2.668753	7.101685	0.7942978	8	2.061669	3.901438	8	3.22008	8	8	3.168038	3.09931	8	3
2.958272	8	8	8	2.74773	8	8	8	4.641728	2.355088	8	2.591202	6.946755	1.822507	8	1.104388	6
5.693531	2.355088	8	8	3.077684	8	8	0.7155745	1.90647	8	8	8	6.523159	1.643873	7.56847	2.787623	0
4.074647	1.585194	8	0.9827392	5.968147	3.008428	8	0.9183562	3.525352	8	4.002373	8	8	0.7942978	4.256133	8	8
2.167964	8	8	1.134899	6.520919	2.316138	8	1.426969	5.432035	1.237076	4.693266	4.385571	3.099662	8	8	8	7
4.939258	1.395719	8	2.556146	4.970701	1.615591	8	2.691317	2.660742	8	8	8	4.705406	5.14273	5.559954	0.9144819	8
1.205185	8	8	8	5.343842	8	8	1.265248	6.394814	1.574523	6.200756	1.13439	4.256159	8	8	8	7
3.143542	1.574523	8	1.271155	4.967656	1.806094	8	2.75179	4.456458	1.395719	5.314374	0.9750665	4.815641	1.805596	8	1.421475	6
6.404773	3.076824	8	8	2.248844	8	8	8	1.195227	8	8	8	7.351156	8	8	0.7152336	0
1.913274	8	8	8	3.836639	8	8	1.100339	5.686726	2.831513	6.918168	1.271155	5.764437	2.29763	8	1.265248	6
3.696607	1.214835	8	2.649764	7.102784	0.7977149	8	2.067784	3.903393	8	3.220415	8	8	3.203403	3.097286	8	3
2.967023	8	8	8	2.768636	8	8	8	4.632977	2.331998	8	2.556146	6.927554	1.806094	8	1.100339	6
5.679349	2.331998	8	8	3.095902	8	8	0.7152336	1.92065	8	8	8	6.505184	1.615591	7.545598	2.75179	0
4.085074	1.57273	8	0.9750665	5.969817	2.99081	8	0.9144819	3.514926	8	3.996579	8	8	0.7977149	4.26003	8	8
2.190611	8	8	1.13439	6.519975	2.29763	8	1.421475	5.409389	1.214835	4.677115	4.403556	3.103202	8	8	8	7
4.932039	1.369677	8	2.521689	4.959518	1.585573	8	2.662305	2.667961	8	8	8	4.717684	5.193551	5.565409	0.9118565	8
